pangkat,pend_terakhir,thn_pengangkatan,usia_asn,masa_kerja
III/b,S1,2009,53,14
III/b,S1,2006,39,17
III/b,S1,2007,41,16
III/b,S1,2006,57,17
III/b,S1,2005,39,18
III/b,S1,2007,49,16
III/b,S2,2010,37,13
III/b,S1,2005,50,18
III/b,S1,2010,44,13
III/b,S1,2007,54,16
III/b,S1,2007,52,16
III/b,S1,2009,37,14
III/b,S1,2014,42,9
III/b,S1,2005,43,18
III/b,S1,2007,47,16
III/b,S1,2007,48,16
III/b,S1,2007,53,16
III/b,S1,2006,45,17
III/b,S1,2010,46,13
III/b,S1,2011,43,12
III/b,S1,2007,41,16
III/b,S1,2006,44,17
III/b,S1,2014,49,9
III/b,S1,1999,57,24
III/b,S1,2014,57,9
III/b,S1,2014,47,9
III/b,S1,2009,42,14
III/b,S1,2014,48,9
III/b,S1,2010,43,13
III/b,S2,2010,35,13
III/b,S1,2014,49,9
III/b,S1,2020,33,3
III/b,S1,2020,30,3
III/b,S1,2020,30,3
III/b,S1,2020,37,3
III/b,S1,2020,31,3
III/b,S1,1994,55,29
III/b,S1,2008,41,15
III/b,S1,2008,43,15
III/b,S1,1989,56,34
III/b,S1,2007,51,16
III/b,S1,2007,53,16
III/b,S1,1997,56,26
III/b,S1,2008,43,15
III/b,S1,1986,59,37
III/b,S1,1994,58,29
III/b,S1,1995,59,28
III/b,S1,1987,58,36
III/b,S1,1993,56,30
III/b,S1,2008,53,15
III/b,S1,1988,56,35
III/b,S1,1998,45,25
III/b,S1,1993,51,30
III/b,S1,2007,51,16
III/b,S1,1992,56,31
III/b,S1,1993,55,30
III/b,S1,2008,51,15
III/b,S1,1995,58,28
III/b,S1,1993,56,30
III/b,S1,1987,58,36
III/b,S1,2008,44,15
III/b,S1,2008,43,15
III/b,S1,1996,55,27
III/b,S1,1985,58,38
III/b,S1,1993,54,30
III/b,S1,1998,56,25
III/b,S1,1994,55,29
III/b,S1,2009,57,14
III/b,S1,2000,57,23
III/b,S1,1990,57,33
III/b,S1,1995,52,28
III/b,S1,1996,58,27
III/b,S1,1998,45,25
III/b,S1,1990,55,33
III/b,S1,1997,46,26
III/b,S1,1986,57,37
III/b,S1,2000,57,23
III/b,S1,2008,54,15
III/b,S1,2007,52,16
III/b,S1,2007,50,16
III/b,S1,1990,54,33
III/b,S1,2008,48,15
III/b,S1,2008,40,15
III/b,S1,2008,47,15
III/b,S1,2005,44,18
III/b,S2,2009,44,14
III/b,S1,2008,54,15
III/b,S1,2008,54,15
III/b,S1,2008,56,15
III/b,S1,2006,56,17
III/b,S1,2008,53,15
III/b,S1,1986,58,37
III/b,S1,2007,59,16
III/b,S1,2007,46,16
III/b,S1,1995,55,28
III/b,S1,1985,58,38
III/b,S1,2007,47,16
III/b,S1,2007,60,16
III/b,S1,2017,39,6
III/b,D3,2006,48,17
III/b,D3,2006,46,17
III/b,D3,2006,44,17
III/b,D3,2010,37,13
III/b,D3,2007,42,16
III/b,D3,2006,47,17
III/b,S1,2007,43,16
III/b,D3,2007,41,16
III/b,D3,2007,44,16
III/b,D3,2009,37,14
III/b,S1,2010,37,13
III/b,D3,2008,43,15
III/b,D3,2006,44,17
III/b,D3,2007,42,16
III/b,D3,2007,44,16
III/b,D3,2010,38,13
III/b,D3,2006,44,17
III/b,D3,2009,36,14
III/b,D3,2007,42,16
III/b,D3,2008,44,15
III/b,D3,2010,39,13
III/b,D3,2010,36,13
III/b,S1,2010,43,13
III/b,S1,2010,36,13
III/b,S2,2010,40,13
III/b,D3,2010,36,13
III/b,S1,2011,38,12
III/b,D3,2005,48,18
III/b,S1,2003,46,20
III/b,D3,2008,47,15
III/b,D3,2009,43,14
III/b,D3,2009,40,14
III/b,D3,2010,40,13
III/b,D3,2010,47,13
III/b,D3,2010,44,13
III/b,D3,2010,41,13
III/b,D3,2010,44,13
III/b,D3,2009,43,14
III/b,D3,2010,38,13
III/b,S1,2014,52,9
III/b,D3,2009,36,14
III/b,D3,2010,39,13
III/b,D3,2010,36,13
III/b,S1,2014,60,9
III/b,S1,2014,51,9
III/b,S1,2006,50,17
III/b,D3,2010,44,13
III/b,D3,2010,45,13
III/b,S1,2014,44,9
III/a,S1,2009,55,14
III/a,S1,2007,56,16
III/a,S1,2009,52,14
III/a,S1,2006,48,17
III/a,S1,2010,51,13
III/a,S1,2007,57,16
III/a,S1,2000,55,23
III/a,S1,2009,45,14
III/a,S1,1993,55,30
III/a,S1,1989,55,34
III/a,S1,2010,38,13
III/a,S1,2010,46,13
III/a,S1,2010,44,13
III/a,S1,2008,41,15
III/a,S1,2006,59,17
III/a,S1,2010,51,13
III/a,S1,2010,46,13
III/a,S1,2010,41,13
III/a,S1,2010,42,13
III/a,S1,2009,56,14
III/a,S1,2007,52,16
III/a,S1,2008,55,15
III/a,S1,2008,40,15
III/a,S1,2008,41,15
III/a,S1,2009,51,14
III/a,S1,2009,55,14
III/a,S1,2010,48,13
III/a,S1,2008,43,15
III/a,D3,2010,35,13
III/a,D3,2010,46,13
III/a,S1,2014,48,9
III/a,D3,2010,40,13
III/a,D3,2010,40,13
III/a,D3,2010,39,13
III/a,S1,2010,36,13
III/a,S1,2009,37,14
III/a,D3,2010,46,13
III/a,D3,2009,46,14
III/a,D3,2009,35,14
III/a,D3,2010,45,13
III/a,D3,2008,58,15
III/a,S1,2014,45,9
III/a,S1,2014,52,9
III/a,D3,2007,48,16
III/a,D3,2008,46,15
III/a,D3,2007,48,16
III/a,D3,2007,46,16
III/a,D3,2007,47,16
III/a,D3,2007,48,16
III/a,D3,2007,47,16
III/a,D3,2008,46,15
III/a,D3,2007,48,16
III/a,S1,2007,46,16
III/a,D3,2007,47,16
III/a,D3,2007,47,16
III/a,D3,2006,49,17
III/a,D3,2008,45,15
III/a,D3,2007,48,16
III/a,D3,2007,48,16
III/a,D3,2006,50,17
III/a,D3,2006,49,17
III/a,D3,2006,52,17
III/a,D3,2002,47,21
III/a,D3,2010,42,13
III/a,D3,2006,55,17
III/a,D3,2011,41,12
III/a,D3,2011,36,12
III/a,S1,2011,45,12
III/a,D3,2011,43,12
III/a,D3,2011,37,12
III/a,D3,2012,51,11
III/a,S1,2011,38,12
III/a,S1,2017,39,6
III/a,S1,2017,40,6
III/a,S1,2017,41,6
III/a,S1,2017,40,6
III/a,S1,2017,40,6
III/a,S1,2017,39,6
III/a,S1,2017,39,6
III/a,S1,2017,38,6
III/a,S1,2017,40,6
III/a,S1,2017,39,6
III/a,S1,2017,40,6
III/a,S1,2005,42,18
III/a,S1,2010,45,13
III/a,S1,2006,57,17
III/a,D3,2011,41,12
III/a,S1,2009,44,14
III/a,S1,2008,49,15
III/a,S1,2006,57,17
III/a,S1,2007,50,16
III/a,S1,2007,49,16
III/a,S1,2008,42,15
III/a,S1,2017,41,6
III/a,S1,2019,29,4
III/a,S1,2019,28,4
III/a,S1,2019,29,4
III/a,S1,2019,30,4
III/a,S1,2019,29,4
III/a,S1,2019,34,4
III/a,S1,2019,31,4
III/a,S1,2019,32,4
III/a,S1,2019,34,4
III/a,S1,2019,27,4
III/a,S1,2019,31,4
III/a,S1,2019,29,4
III/a,S1,2019,29,4
III/a,S1,2019,31,4
III/a,S1,2019,39,4
III/a,S1,2019,35,4
III/a,S1,2019,33,4
III/a,S1,2019,35,4
III/a,S1,2019,33,4
III/a,S1,2019,37,4
III/a,S1,2019,31,4
III/a,S1,2019,31,4
III/a,S1,2019,38,4
III/a,S1,2019,28,4
III/a,S1,2019,38,4
III/a,S1,2019,34,4
III/a,S1,2019,36,4
III/a,S1,2019,39,4
III/a,S1,2019,32,4
III/a,S1,2019,31,4
III/a,S1,2019,31,4
III/a,S1,2019,27,4
III/a,S1,2019,29,4
III/a,S1,2019,34,4
III/a,S1,2019,31,4
III/a,S1,2019,31,4
III/a,S1,2019,38,4
III/a,S1,2019,34,4
III/a,S1,2019,35,4
III/a,S1,2019,29,4
III/a,S1,2019,30,4
III/a,S1,2019,28,4
III/a,S1,2019,36,4
III/a,S1,2019,36,4
III/a,S1,2019,33,4
III/a,S1,2019,29,4
III/a,S1,2019,36,4
III/a,S1,2019,30,4
III/a,S1,2019,37,4
III/a,S1,2019,36,4
III/a,S1,2019,31,4
III/a,S1,2019,33,4
III/a,S1,2019,27,4
III/a,S1,2019,38,4
III/a,S1,2019,39,4
III/a,S1,2019,37,4
III/a,S1,2019,35,4
III/a,S1,2019,30,4
III/a,S1,2019,31,4
III/a,S1,2019,32,4
III/a,S1,2019,28,4
III/a,S1,2019,39,4
III/a,S1,2019,36,4
III/a,S1,2019,29,4
III/a,S1,2019,28,4
III/a,S1,2019,38,4
III/a,S1,2019,30,4
III/a,S1,2019,39,4
III/a,S1,2019,28,4
III/a,S1,2019,39,4
III/a,S1,2019,38,4
III/a,S1,2019,34,4
III/a,S1,2019,30,4
III/a,S1,2019,36,4
III/a,S1,2019,31,4
III/a,S1,2019,27,4
III/a,S1,2019,31,4
III/a,S1,2019,30,4
III/a,S1,2019,33,4
III/a,S1,2019,29,4
III/a,S1,2019,34,4
III/a,S1,2019,33,4
III/a,S1,2019,39,4
III/a,S1,2019,31,4
III/a,S1,2019,38,4
III/a,S1,2019,30,4
III/a,S1,2019,35,4
III/a,S1,2019,31,4
III/a,S1,2019,29,4
III/a,S1,2019,35,4
III/a,S1,2019,30,4
III/a,S1,2019,32,4
III/a,S1,2019,35,4
III/a,S1,2019,39,4
III/a,S1,2019,30,4
III/a,S1,2019,32,4
III/a,S1,2019,28,4
III/a,S1,2019,31,4
III/a,S1,2019,31,4
III/a,S1,2019,29,4
III/a,S1,2019,38,4
III/a,S1,2019,28,4
III/a,S1,2019,34,4
III/a,S1,2019,32,4
III/a,S1,2019,32,4
III/a,S1,2019,32,4
III/a,S1,2019,29,4
III/a,S1,2019,36,4
III/a,S1,2019,35,4
III/a,S1,2019,31,4
III/a,S1,2019,34,4
III/a,S1,2019,37,4
III/a,S1,2019,29,4
III/a,S1,2019,35,4
III/a,S1,2019,39,4
III/a,S1,2019,30,4
III/a,S1,2019,36,4
III/a,S1,2019,40,4
III/a,S1,2019,34,4
III/a,S1,2019,31,4
III/a,S1,2019,29,4
III/a,S1,2019,29,4
III/a,S1,2019,29,4
III/a,S1,2019,32,4
III/a,S1,2019,30,4
III/a,S1,2019,33,4
III/a,S1,2019,35,4
III/a,S1,2019,30,4
III/a,S1,2019,40,4
III/a,S1,2019,30,4
III/a,S1,2019,26,4
III/a,S1,2019,28,4
III/a,S1,2019,27,4
III/a,S1,2019,39,4
III/a,S1,2019,35,4
III/a,S1,2019,36,4
III/a,S1,2019,29,4
III/a,S1,2019,32,4
III/a,S1,2019,36,4
III/a,S1,2019,38,4
III/a,S1,2019,28,4
III/a,S1,2019,29,4
III/a,S1,2019,38,4
III/a,S1,2019,33,4
III/a,S1,2019,30,4
III/a,S1,2019,31,4
III/a,S1,2019,33,4
III/a,S1,2019,35,4
III/a,S1,2019,30,4
III/a,S1,2019,35,4
III/a,S1,2019,30,4
III/a,S1,2019,40,4
III/a,S1,2019,31,4
III/a,S1,2019,32,4
III/a,S1,2019,28,4
III/a,S1,2019,32,4
III/a,S1,2019,31,4
III/a,S1,2019,35,4
III/a,S1,2019,37,4
III/a,S1,2019,34,4
III/a,S1,2019,31,4
III/a,S1,2019,28,4
III/a,S1,2019,39,4
III/a,S1,2019,40,4
III/a,S1,2019,30,4
III/a,S1,2019,31,4
III/a,S1,2019,29,4
III/a,S1,2019,34,4
III/a,S1,2019,35,4
III/a,S1,2019,33,4
III/a,S1,2019,31,4
III/a,S1,2019,32,4
III/a,S1,2019,32,4
III/a,S1,2019,38,4
III/a,S1,2019,32,4
III/a,S1,2019,30,4
III/a,S1,2019,36,4
III/a,S1,2019,33,4
III/a,S1,2019,37,4
III/a,S1,2019,35,4
III/a,S1,2019,33,4
III/a,S1,2019,33,4
III/a,S1,2019,28,4
III/a,S1,2019,33,4
III/a,S1,2019,31,4
III/a,S1,2019,29,4
III/a,S1,2019,35,4
III/a,S1,2019,30,4
III/a,S1,2019,36,4
III/a,S1,2019,28,4
III/a,S1,2019,30,4
III/a,S1,2019,28,4
III/a,S1,2019,31,4
III/a,S1,2019,40,4
III/a,S1,2019,38,4
III/a,S1,2019,30,4
III/a,S1,2019,35,4
III/a,S1,2019,39,4
III/a,S1,2019,36,4
III/a,S1,2019,39,4
III/a,S1,2019,36,4
III/a,S1,2019,35,4
III/a,S1,2019,31,4
III/a,S1,2019,34,4
III/a,S1,2019,38,4
III/a,S1,2019,30,4
III/a,S1,2019,31,4
III/a,S1,2019,30,4
III/a,S1,2019,27,4
III/a,S1,2019,31,4
III/a,S1,2019,30,4
III/a,S1,2019,34,4
III/a,S1,2019,34,4
III/a,S1,2019,30,4
III/a,S1,2019,29,4
III/a,S1,2019,36,4
III/a,S1,2019,34,4
III/a,S1,2019,27,4
III/a,S1,2019,38,4
III/a,S1,2019,34,4
III/a,S1,2019,31,4
III/a,S1,2019,34,4
III/a,S1,2019,39,4
III/a,S1,2019,36,4
III/a,S1,2019,35,4
III/a,S1,2019,34,4
III/a,S1,2019,36,4
III/a,S1,2019,29,4
III/a,S1,2019,33,4
III/a,S1,2019,31,4
III/a,S1,2019,29,4
III/a,S1,2019,32,4
III/a,S1,2019,28,4
III/a,S1,2019,34,4
III/a,S1,2019,31,4
III/a,S1,2019,31,4
III/a,S1,2019,34,4
III/a,S1,2019,28,4
III/a,S1,2019,30,4
III/a,S1,2019,37,4
III/a,S1,2019,30,4
III/a,S1,2019,32,4
III/a,S1,2019,30,4
III/a,S1,2019,32,4
III/a,S1,2019,31,4
III/a,S1,2020,38,3
III/a,S1,2020,27,3
III/a,S1,2020,30,3
III/a,S1,2020,26,3
III/a,S1,2020,32,3
III/a,S1,2020,27,3
III/a,S1,2020,32,3
III/a,S1,2020,30,3
III/a,S1,2020,26,3
III/a,S1,2020,30,3
III/a,S1,2020,26,3
III/a,S1,2020,26,3
III/a,S1,2020,32,3
III/a,S1,2020,34,3
III/a,S1,2020,31,3
III/a,S1,2020,29,3
III/a,S1,2020,29,3
III/a,S1,2020,28,3
III/a,S1,2020,37,3
III/a,S1,2020,27,3
III/a,S1,2020,27,3
III/a,S1,2020,38,3
III/a,S1,2020,27,3
III/a,S1,2020,26,3
III/a,S1,2020,30,3
III/a,S1,2020,34,3
III/a,S1,2020,31,3
III/a,S1,2020,30,3
III/a,S1,2020,28,3
III/a,S1,2020,29,3
III/a,S1,2020,33,3
III/a,S1,2020,33,3
III/a,S1,2020,32,3
III/a,S1,2020,29,3
III/a,S1,2020,28,3
III/a,S1,2020,27,3
III/a,S1,2020,26,3
III/a,S1,2020,26,3
III/a,S1,2020,26,3
III/a,S1,2020,26,3
III/a,S1,2020,29,3
III/a,S1,2020,31,3
III/a,S1,2020,27,3
III/a,S1,2020,26,3
III/a,S1,2020,37,3
III/a,S1,2020,31,3
III/a,S1,2020,29,3
III/a,S1,2020,28,3
III/a,S1,2020,26,3
III/a,S1,2020,33,3
III/a,S1,2020,38,3
III/a,S1,2020,34,3
III/a,S1,2020,38,3
III/a,S1,2020,28,3
III/a,S1,2020,33,3
III/a,S1,2020,33,3
III/a,S1,2020,27,3
III/a,S1,2020,38,3
III/a,S1,2020,32,3
III/a,S1,2020,28,3
III/a,S1,2020,37,3
III/a,S1,2020,33,3
III/a,S1,2020,29,3
III/a,S1,2020,31,3
III/a,S1,2020,32,3
III/a,S1,2020,27,3
III/a,S1,2020,37,3
III/a,S1,2020,30,3
III/a,S1,2020,34,3
III/a,S1,2020,27,3
III/a,S1,2020,31,3
III/a,S1,2020,31,3
III/a,S1,2020,29,3
III/a,S1,2020,38,3
III/a,S1,2020,26,3
III/a,S1,2020,27,3
III/a,S1,2020,31,3
III/a,S1,2020,38,3
III/a,S1,2020,31,3
III/a,S1,2020,30,3
III/a,S1,2020,30,3
III/a,S1,2020,29,3
III/a,S1,2020,36,3
III/a,S1,2020,33,3
III/a,S1,2020,29,3
III/a,S1,2020,33,3
III/a,S1,2020,32,3
III/a,S1,2020,36,3
III/a,S1,2020,31,3
III/a,S1,2020,32,3
III/a,S1,2020,32,3
III/a,S1,2020,31,3
III/a,S1,2020,28,3
III/a,S1,2020,38,3
III/a,S1,2020,28,3
III/a,S1,2020,29,3
III/a,S1,2020,34,3
III/a,S1,2020,35,3
III/a,S1,2020,27,3
III/a,S1,2020,36,3
III/a,S1,2020,31,3
III/a,S1,2020,26,3
III/a,S1,2020,30,3
III/a,S1,2020,26,3
III/a,S1,2020,38,3
III/a,S1,2020,32,3
III/a,S1,2020,28,3
III/a,S1,2020,27,3
III/a,S1,2020,27,3
III/a,S1,2020,37,3
III/a,S1,2020,29,3
III/a,S1,2020,29,3
III/a,S1,2020,28,3
III/a,S1,2020,27,3
III/a,S1,2020,33,3
III/a,S1,2020,27,3
III/a,S1,2020,31,3
III/a,S1,2020,29,3
III/a,S1,2020,33,3
III/a,S1,2020,38,3
III/a,S1,2020,38,3
III/a,S1,2020,35,3
III/a,S1,2020,32,3
III/a,S1,2020,28,3
III/a,S1,2020,31,3
III/a,S1,2020,38,3
III/a,S1,2020,30,3
III/a,S1,2020,38,3
III/a,S1,2020,27,3
III/a,S1,2020,30,3
III/a,S1,2020,28,3
III/a,S1,2020,33,3
III/a,S1,2020,35,3
III/a,S1,2020,30,3
III/a,S1,2020,30,3
III/a,S1,2020,34,3
III/a,S1,2020,30,3
III/a,S1,2020,37,3
III/a,S1,2020,29,3
III/a,S1,2020,30,3
III/a,S1,2020,36,3
III/a,S1,2020,35,3
III/a,S1,2020,31,3
III/a,S1,2020,30,3
III/a,S1,2020,39,3
III/a,S1,2020,29,3
III/a,S1,2020,32,3
III/a,S1,2020,36,3
III/a,S1,2020,31,3
III/a,S1,2020,34,3
III/a,S1,2020,30,3
III/a,S1,2020,33,3
III/a,S1,2020,30,3
III/a,S1,2020,32,3
III/a,S1,2020,35,3
III/a,S1,2020,28,3
III/a,S1,2020,31,3
III/a,S1,2020,30,3
III/a,S1,2020,32,3
III/a,S1,2020,27,3
III/a,S1,2020,29,3
III/a,S1,2020,37,3
III/a,S1,2020,28,3
III/a,S1,2020,28,3
III/a,S1,2020,30,3
III/a,S1,2020,28,3
III/a,S1,2020,30,3
III/a,S1,2020,28,3
III/a,S1,2020,25,3
III/a,S1,2020,28,3
III/a,S1,2020,27,3
III/a,S1,2020,33,3
III/a,S1,2020,33,3
III/a,S1,2020,30,3
III/a,S1,2020,33,3
III/a,S1,2020,32,3
III/a,S1,2020,36,3
III/a,S1,2020,30,3
III/a,S1,2020,28,3
III/a,S1,2020,31,3
III/a,S1,2020,37,3
III/a,S1,2020,35,3
III/a,S1,2020,35,3
III/a,S1,2020,27,3
III/a,S1,2020,28,3
III/a,S1,2020,33,3
III/a,S1,2020,35,3
III/a,S1,2020,26,3
III/a,S1,2020,36,3
III/a,S1,2020,26,3
III/a,S1,2020,37,3
III/a,S1,2020,28,3
III/a,S1,2020,31,3
III/a,S1,2020,26,3
III/a,S1,2020,31,3
III/a,S1,2020,34,3
III/a,S1,2020,32,3
III/a,S1,2020,33,3
III/a,S1,2020,29,3
III/a,S1,2020,32,3
III/a,S1,2020,38,3
III/a,S1,2020,36,3
III/a,S1,2020,28,3
III/a,S1,2020,31,3
III/a,S1,2020,33,3
III/a,S1,2020,33,3
III/a,S1,2020,37,3
III/a,S1,2020,38,3
III/a,S1,2020,28,3
III/a,S1,2020,32,3
III/a,S1,2020,34,3
III/a,S1,2020,31,3
III/a,S1,2020,32,3
II/d,D3,2016,28,7
II/d,D3,2008,48,15
II/d,D3,2017,42,6
II/d,D3,2017,38,6
II/d,D3,2017,40,6
II/d,D3,2017,38,6
II/d,D3,2017,40,6
II/d,D3,2017,40,6
II/d,D3,2007,47,16
II/d,D3,2017,37,6
II/d,D3,2017,36,6
II/d,D3,2017,38,6
II/d,D3,2014,46,9
II/d,D3,2011,34,12
II/d,D3,2011,38,12
III/a,S1,2005,43,18
II/d,D3,2008,51,15
II/d,D3,2008,49,15
II/d,D3,2010,36,13
II/d,D3,2014,46,9
II/d,D3,2014,41,9
II/d,D3,2014,41,9
II/d,D3,2011,34,12
II/d,D3,2014,47,9
II/d,D3,2007,44,16
II/d,D3,2014,44,9
II/d,D3,2017,41,6
II/d,D3,2017,41,6
II/d,D3,2014,43,9
II/d,D3,2010,45,13
II/d,D3,2014,43,9
II/d,D3,2019,29,4
II/d,D3,2019,28,4
II/d,D3,2019,28,4
II/c,D3,2019,30,4
II/c,D3,2019,28,4
II/c,D3,2019,31,4
II/c,D3,2019,30,4
II/c,D3,2019,27,4
II/c,D3,2019,27,4
II/c,D3,2019,35,4
II/c,D3,2019,33,4
II/c,D3,2019,28,4
II/c,D3,2019,31,4
II/c,D3,2019,28,4
II/c,D3,2019,30,4
II/c,D3,2019,37,4
II/c,D3,2019,27,4
II/c,D3,2019,27,4
II/c,D3,2019,28,4
II/c,D3,2019,26,4
II/c,D3,2019,33,4
II/c,D3,2019,29,4
II/c,D3,2019,32,4
II/c,D3,2019,32,4
II/c,D3,2019,29,4
II/c,D3,2019,36,4
II/c,D3,2019,35,4
II/c,D3,2019,28,4
II/c,D3,2019,31,4
II/c,D3,2019,29,4
II/c,D3,2019,43,4
II/c,D3,2019,49,4
II/c,D3,2019,42,4
II/c,D3,2019,48,4
II/c,D3,2019,44,4
II/c,D3,2019,47,4
II/c,D3,2019,49,4
II/c,D3,2019,47,4
II/c,D3,2019,43,4
II/c,D3,2019,49,4
II/c,D3,2019,43,4
II/c,D3,2019,42,4
II/c,D3,2019,51,4
II/c,D3,2019,47,4
II/c,D3,2019,49,4
II/c,D3,2019,49,4
II/c,D3,2019,47,4
II/c,D3,2019,43,4
II/c,D3,2019,49,4
II/c,D3,2019,42,4
II/c,D3,2019,42,4
II/c,D3,2019,44,4
II/c,D3,2019,43,4
II/c,D3,2020,25,3
II/c,D3,2020,35,3
II/c,D3,2020,33,3
II/c,D3,2020,27,3
II/c,D3,2020,35,3
II/c,D3,2020,28,3
II/c,D3,2020,26,3
II/c,D3,2020,33,3
II/c,D3,2020,32,3
II/c,D3,2020,28,3
II/c,D3,2020,31,3
II/c,D3,2020,33,3
II/c,D3,2020,28,3
II/c,D3,2020,32,3
II/c,D3,2020,29,3
II/c,D3,2020,27,3
II/c,D3,2020,30,3
II/c,D3,2020,39,3
II/c,D3,2020,38,3
II/c,D3,2020,30,3
II/c,D3,2020,28,3
II/c,D3,2020,25,3
II/c,D3,2020,28,3
II/c,D3,2020,31,3
II/c,D3,2020,29,3
II/c,D3,2020,32,3
II/c,D3,2020,26,3
II/c,D3,2020,32,3
II/c,D3,2020,31,3
II/c,D3,2020,27,3
II/c,D3,2020,30,3
II/c,D3,2020,31,3
II/c,D3,2020,29,3
II/c,D3,2020,33,3
II/c,D3,2020,30,3
II/c,D3,2020,26,3
II/c,D3,2020,25,3
II/c,D3,2020,29,3
II/c,D3,2020,27,3
II/c,D3,2020,26,3
II/c,D3,2020,36,3
II/c,D3,2020,27,3
II/c,D3,2020,27,3
II/c,D3,2020,27,3
II/c,D3,2020,26,3
II/c,D3,2020,25,3
II/c,D3,2020,33,3
II/c,D3,2020,33,3
II/c,D3,2020,33,3
II/c,D3,2020,32,3
II/c,D3,2020,32,3
II/c,D3,2020,31,3
II/c,D3,2020,30,3
II/c,D3,2020,29,3
II/c,D3,2020,29,3
II/c,D3,2020,28,3
II/c,D3,2020,27,3
II/c,D3,2020,27,3
II/c,D3,2020,26,3
II/c,D3,2020,26,3
II/c,D3,2020,28,3
II/c,D3,2020,26,3
II/c,D3,2020,26,3
II/c,D3,2020,27,3
II/c,D3,2020,26,3
II/c,D3,2020,25,3
II/c,D3,2020,25,3
II/c,D3,2020,25,3
II/c,D3,2020,33,3
II/c,D3,2020,25,3
II/c,D3,2020,30,3
II/c,D3,2020,27,3
II/c,D3,2020,32,3
II/c,D3,2020,25,3
II/c,D3,2020,31,3
II/c,D3,2020,35,3
II/c,D3,2020,32,3
II/c,D3,2020,31,3
II/c,D3,2020,31,3
II/c,D3,2020,28,3
II/c,D3,2020,35,3
II/c,D3,2020,30,3
II/c,D3,2020,25,3
II/c,D3,2020,38,3
II/c,D3,2020,29,3
II/c,D3,2020,28,3
II/c,D3,2020,26,3
II/c,D3,2020,30,3
II/c,D3,2020,35,3
II/c,D3,2020,30,3
II/c,D3,2020,26,3
II/c,D3,2020,34,3
II/c,D3,2020,30,3
II/c,D3,2020,29,3
II/c,D3,2020,37,3
II/c,D3,2020,31,3
II/c,D3,2020,33,3
II/c,D3,2020,34,3
II/c,D3,2020,34,3
II/c,D3,2020,34,3
II/c,D3,2020,30,3
II/c,D3,2020,24,3
II/c,D3,2020,27,3
II/c,D3,2020,30,3
II/c,D3,2020,27,3
II/c,D3,2020,25,3
II/c,D3,2020,37,3
II/c,D3,2020,33,3
II/c,D3,2020,29,3
II/c,D3,2020,27,3
II/c,D3,2020,25,3
II/c,D3,2020,25,3
II/c,D3,2020,30,3
II/c,D3,2020,29,3
II/c,D3,2020,28,3
II/c,D3,2020,25,3
II/c,D3,2020,26,3
II/c,D3,2020,35,3
II/c,D3,2020,32,3
II/c,D3,2020,38,3
II/c,D3,2020,33,3
II/c,D3,2020,30,3
II/c,D3,2020,27,3
II/c,D3,2020,31,3
II/c,D3,2020,36,3
II/c,D3,2020,30,3
II/c,D3,2020,25,3
II/c,D3,2020,25,3
II/c,D3,2020,32,3
II/c,D3,2020,26,3
II/c,D3,2020,33,3
II/c,D3,2020,28,3
II/c,D3,2020,28,3
II/c,D3,2020,27,3
II/c,D3,2020,32,3
II/c,D3,2020,25,3
II/c,D3,2022,25,1
II/c,D3,2020,27,3
II/c,D3,2020,30,3
II/c,D3,2022,27,1
II/c,D3,2020,26,3
II/c,D3,2020,27,3
II/c,D3,2020,28,3
II/c,D3,2022,25,1
II/c,D3,2020,31,3
II/c,D3,2020,24,3
II/c,D3,2022,34,1
II/c,D3,2022,25,1
II/c,D3,2022,24,1
II/c,D3,2022,26,1
II/c,D3,2020,30,3
II/c,D3,2022,27,1
II/c,D3,2022,25,1
II/c,D3,2020,31,3
II/c,D3,2020,36,3
II/c,D3,2020,30,3
II/c,D3,2022,29,1
II/c,D3,2020,28,3
II/c,D3,2020,26,3
II/c,D3,2020,33,3
II/c,D3,2022,30,1
II/c,D3,2020,26,3
II/c,D3,2020,34,3
II/c,D3,2020,29,3
II/c,D3,2020,30,3
II/c,D3,2020,35,3
II/c,D3,2020,26,3
II/c,D3,2020,27,3
II/c,D3,2022,28,1
II/c,D3,2022,33,1
II/c,D3,2020,24,3
II/c,D3,2020,33,3
II/c,D3,2020,29,3
II/c,D3,2020,37,3
II/c,D3,2020,33,3
II/c,D3,2020,29,3
II/c,D3,2022,30,1
II/c,D3,2006,57,17
II/c,D3,1999,57,24
II/c,D3,1988,57,35
II/c,D3,1985,58,38
II/c,D3,2009,54,14
II/c,D3,2009,52,14
II/c,D3,2007,53,16
II/c,D3,2007,50,16
II/c,D3,2007,56,16
II/c,D3,2007,52,16
II/c,D3,2006,51,17
II/c,D3,2008,45,15
II/c,D3,2006,58,17
II/c,D3,2008,46,15
II/c,D3,2008,47,15
II/c,D3,2008,47,15
II/c,D3,2007,56,16
II/c,D3,2008,58,15
II/c,D3,2007,55,16
II/c,D3,2010,39,13
II/c,D3,2007,53,16
II/c,D3,2012,43,11
II/c,D3,2014,45,9
II/c,D3,2014,41,9
II/c,D3,2014,42,9
